CUST_CODE,CUST_TYPE,CUST_NAME,SH_NAME,GROUP_CODE,ADDR1,ADDR2,ADDR3,CITY,STATE_CODE,PIN,COUNT_CODE,STAN_CODE,TELE1,TELE2,TELE3,TELE_EXT,FAX,MODEM,CUST_CODE__BIL,BUSINESS,CREDIT_PRD,CREDIT_LMT,CHQ_NAME,CURR_CODE,PRICE_LIST,TAX_CLASS,ACCT_CODE__AR,CCTR_CODE__AR,TAX_CHAP,CR_TERM,TRAN_CODE,SALES_PERS,CEO,CEO_PFX,CONT_PERS,CONT_PFX,CONT_DEPT,CONT_PERS_TELE1,CONT_PERS_TELE2,CONT_PERS_FAX,CONT_PERS_ALT,CONT_PFX_ALT,CONT_DEPT_ALT,TELE_EXT_ALT,CONT_PERS_ALT_TELE1,CONT_PERS_ALT_TELE2,CONT_PERS_ALT_FAX,TAX_REG_1,TAX_REG_2,TAX_REG_3,WORK_ADDR1,WORK_ADDR2,WORK_ADDR3,WORK_CITY,WORK_PIN,WORK_TELE1,WORK_TELE2,WORK_FAX,EMAIL_ADDR,EDI_ADDR,CHANNEL_PARTNER,SITE_CODE,DIS_LINK,FIN_LINK,BLACK_LISTED,BLACK_LISTED_DATE,CONTACT_CODE,DRUG_LIC_NO,BANK_CODE,BANK_NAME,TRANS_MODE,RCP_MODE,IGNORE_CREDIT,CHG_DATE,CHG_USER,CHG_TERM,PENDING_ORDER,SITE_CODE__RCP,DRUG_LIC_NO_1,DRUG_LIC_NO_2,CST_NO,LST_NO,ECC_NO,ADD_DATE,ADD_USER,ADD_TERM,IGNORE_DAYS,ROUND,ROUND_TO,BANK_ADDR1,BANK_ADDR2,SALES_PERS__1,SALES_PERS__2,EXCISE_REF,CONSUME_FC,PRICE_LIST__DISC,DISC_PERC,LOCATED_AT,STOP_BUSINESS,MARKET_REG,SALES_OPTION,DLV_TERM,HOLD_SHIPMENT,REPL_FACTOR,REPL_OPT,COMM_PERC__BASE,ACCT_CODE__ADV,CCTR_CODE__ADV,LOCALITY_CODE,SPLIT_FACTOR,BANK_ACCT,SITE_CODE__PLUS,SITE_CODE__PBUS,LOC_GROUP,BUSINESS_START_DT,TAX_REG_ST,CUSTOMER_REF,CUST_ANAL,PART_QTY,SER_TAX_REG,ORDER_TYPE,MEMBER_CODE,PRICE_LIST__CLG,REPL_DLV_SCH,TERR_CODE,FRT_TERM,DRUG_LICNO_UPTO,DRUG_LICNO1_UPTO,DRUG_LICNO2_UPTO,AGREEMENT_NO,AGREEMENT_DATE,MIN_INV_AMT,CURR_CODE__FRT,CURR_CODE__INS,COMM_TABLE__1,COMM_TABLE__2,COMM_TABLE__3,EXCISE_REF1,EXCISE_REF2,EXCISE_REF3,REAS_CODE__BKLIST,ADHOC_REPL,ADHOC_REPL_PERC,UDF_NUM1,ADDL_LIC_NO,ADDL_LIC_UPTO,FULL_NAME,CUST_CATEGORY,FMT_CODE__SHIPPER,FMT_CODE__INNER,FMT_CODE__PALLET,UNIFORM_CODE,CR_TERM__NP,LOSS_PERC,TERM_TABLE__NO,LST_NO_DATE,CST_NO_DATE,ECC_NO_DATE,TAX_REG_1_DATE,TAX_REG_2_DATE,TAX_REG_3_DATE,TAX_REG_ST_DATE,SER_TAX_REG_DATE,UDF_STR1,CUST_COMM__GRP,AUTO_DEBIT__NOTE,SHIPMENT_LEAD__TIME,RATE_ROUND,RATE_ROUND_TO,MASTER_PACK,PD_GROUP,CANCEL_BO,CUST_CODE__PD,CUST_CODE__DISC,MIN_SHELF_LIFE,SINGLE_LOT,SGROUP_CODE,OLD_CUST_REF,CUST_CODE__AR,OLD_CORP_PARENT,STORE_NUMBER,AUTO_DEBIT_NOTE,CUST_TRAN_TYPE,ITA_REG_NO,ENG_NAME,BRACKET_GRP,CUST_DIS,ASN_REQD,RETURN_ALLOWED,WAVE_TYPE,SITE_CODE__PAY,SHIP_CONS_GRP,PROS_CUST_CODE,PAN_NO,TAN_NO,EDI_REQD,REGISTR_1,REGISTR_2,REGISTR_3,REGISTR_4,REGISTR_5,AVAILABLE_YN,EMP_CODE__ORD,EMP_CODE__ORD1,EDI_STAT,TNT_OPTION,AUTO_STK_ALLOC,EMAIL_NOTIFY,SMS_NOTIFY,COMM_TABLE,DISC_LIST,CUST_LANGUAGE,CONT_PERS_ALT1,CONT_PERS_ALT2,CONT_PERS_ALT3,CONT_PFX_ALT1,CONT_PFX_ALT2,CONT_PFX_ALT3,CUST_PRIORITY,POB_TAX_REG,MOBILE_NO_TAX_REG,EMAIL_ID_TAX_REG,DLV_GEO_POS,TAX_REG_4,TAX_REG_4_DATE,CUST_CODE__DLV,EINV_REQD,AUTO_ADJ_METHOD,ACQ_CHANNEL,ACQ_CHANNEL_NAME,CUST_STATUS,STATUS_DATE,TAX_ENV
MH0110    ,C,DR. RAJSINH SAWATH,DR. RAJSINH SAWATH,MH0110    ,"3RD FLOOR,OMEGA TOWRES","RAJARAMPURI 9TH LINE ,",KOILHAPUR,KOLHAPUR,MH   ,,IND  ,MH121,0231-2523777,,,,,,MH0110    ,,30,9999999,DR. RAJSINH SAWATH,INR  ,OTPTS,REG  ,21300001,0,,CD030,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,UNREGISTER,,,,,,,,,,,,,S0009,N,N,N,,9999999999,,,,R,Q,1,6-13-2019 1:46 PM,ADMIN3    ,SYSTEM,N,S0009,,,,,,10-12-2018,MEMER1    ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,10-20-2015,,,,2,,LOC,,ALMRP,,57,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,DIMND,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
MH0111    ,S,S R PHARMACEUTICALS,S R PHARMACEUTICALS,MH0111    ,"UNIT NO.17, PREM INDL. ESTATE,","SUBHASH ROAD,",JOGESHWARI (EAST),MUMBAI,MH   ,400060,IND  ,MH034,2.22837E+13,,,,,,MH0111    ,,15,9999999,S R PHARMACEUTICALS,INR  ,OTPTS,REG  ,21300001,0,,CD015,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,UNREGISTER,,,,,,,,,,srpharmamumbai@gmail.com,,,S0009,N,N,N,,9999999999,,,,R,Q,1,3-28-2019 4:02 PM,ADMIN3    ,SYSTEM,N,S0009,M26-30128/20B,M26-30129/21B,,27720833267V,,10-12-2018,MEMER1    ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,6-21-2016,,,,2,,LOC,,ALMRP,,283,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,DIMND,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,ABXFS4637F,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
MP0028    ,S,SHIV PHARMA,SHIV PHARMA,MP0028    ,"SHIV OIL MILLS COMPOUND,","SEONI ROAD,",,CHHINDWARA,MP   ,480002,IND  ,MP276,07162-232391,9617801888,,,,,MP0028    ,,21,9999999,SHIV PHARMA,INR  ,OTPTS,REG  ,21300001,0,,CD021,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,UNREGISTER,,,,,,,,,,shivpharma@yahoo.com,,,S0011,N,N,N,,9999999999,,,,R,Q,1,3-28-2019 4:02 PM,ADMIN3    ,SYSTEM,N,S0011,20B/61/51/2014,21B/62/51/2014,,23469118531,,10-12-2018,MEMER1    ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,12-24-2015,,,,2,,LOC,,ALMRP,,119,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,BCHEM,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CG0010    ,S,JAGAT PHARMACY,JAGAT PHARMACY,CG0010    ,"CHHABRA COMPLEX, ",TELIPARA,,BILASPUR,CG   ,495001,IND  ,CG005,077524-223568,9826423568,,,,,CG0010    ,,21,9999999,JAGAT PHARMACY,INR  ,OTPTS,REG  ,21300001,0,,CD021,AG00000001,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,22AAEFJ5623N1ZB,,,,,,,,,,,,,S0012,N,N,N,,9999999999,,,PUNJAB NATIONAL BANK,R,Q,1,12-18-2019 12:19 PM,ADMIN2    ,SYSTEM,N,S0012,20B/291/2003/120,21B/291/2003/190,,,,10-12-2018,MEMER1    ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,10-01-2018,,,,2,,LOC,,ALMRP,,28,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,RAMA ,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,AAEFJ5623N,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CM0122    ,C,DR. POORNACHANDRIKA (PSY),DR. POORNACHANDRIKA ,CM0122    ,"NO:44/2,","NEW BOCK ROAD,","T.N NAGAR,",CHENNAI,TN   ,600017,IND  ,TN005,9840370603,,,,,,CM0122    ,,30,9999999,DR. POORNACHANDRIKA (PSY),INR  ,TNPTS,REG  ,21300001,0,,CD030,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,UNREGISTER,,,,,,,,,,,,,PR002,N,N,N,,9999999999,,,,R,Q,1,6-13-2019 1:44 PM,ADMIN3    ,SYSTEM,N,PR002,regd no-54424,,,,,10-12-2018,MEMER1    ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,3-22-2016,,,,2,,LOC,,ALMRP,,168,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,MSMER,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CM0123    ,C,ASSUMPTION HOSPITAL,ASSUMPTION HOSPITAL,CM0123    ,VIPEESH EK,NADUKKANNDIYIL,MEMEPPAYIL,VADAKARA,KL   ,673104,IND  ,KL111,9946201004,,,,,,CM0123    ,,30,9999999,ASSUMPTION HOSPITAL,INR  ,OTPTS,REG  ,21300001,0,,CD030,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,UNREGISTER,,,,,,,,,,,,,PR002,N,N,N,,9999999999,,,,R,Q,1,6-13-2019 1:44 PM,ADMIN3    ,SYSTEM,N,PR002,,,,,,10-12-2018,MEMER1    ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,04-06-2016,,,,2,,LOC,,ALMRP,,129,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,MSMER,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CM0124    ,C,DR. DRUHIN,"DR. DRUHIN,",CM0124    ,RESIDENCE FLORA,TB ROAD KANGHANGAD,PUTHIYAKOTTA,KANHANGAD,KL   ,,IND  ,KL086,9495949161,,,,,,CM0124    ,,30,9999999,"DR. DRUHIN,",INR  ,OTPTS,REG  ,21300001,0,,CD030,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,UNREGISTER,,,,,,,,,,,,,PR002,N,N,N,,9999999999,,,,R,Q,1,12-02-2019 18:03,ADMIN3    ,SYSTEM,N,PR002,,,,REG NO : 18448,,10-12-2018,MEMER1    ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,4-19-2016,,,,2,,LOC,,ALMRP,,128,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,MSMER,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CM0125    ,C,DR. PREETHY VARGHESE KARUKACHAL,DR. PREETHY VARGHESE,CM0125    ,SUBEESH  JOSEPH,"NADACKAL  HOUSE,",NAGAMPADOM  P.O,KOTTAYAM,KL   ,686001,IND  ,KL060,,8281128418,,,,,CM0125    ,,30,9999999,DR. PREETHY VARGHESE KARUKACHAL,INR  ,OTPTS,REG  ,21300001,0,,CD030,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,UNREGISTER,,,,,,,,,,,,,PR002,N,N,N,,9999999999,,,,R,Q,1,6-13-2019 1:44 PM,ADMIN3    ,SYSTEM,N,PR002,,,,,,10-12-2018,MEMER1    ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,1-25-2016,,,,2,,LOC,,ALMRP,,8,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,MSMER,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CM0126    ,C,DR. M.MANJULADEVI,DR. M.MANJULADEVI,CM0126    ,"RAJ NURSING HOME,","NO 5,PONNIAMMAN KOLI STREET","SAINATHAPURAM,VELLORE-1",VELLORE,TN   ,,IND  ,TN784,0416-2267035,7598467035,,,,,CM0126    ,,30,9999999,DR. M.MANJULADEVI,INR  ,TNPTS,REG  ,21300001,0,,CD030,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,UNREGISTER,,,,,,,,,,,,,PR002,N,N,N,,9999999999,,,,R,Q,1,6-13-2019 1:44 PM,ADMIN3    ,SYSTEM,N,PR002,REG NO:64571,,,,,10-12-2018,MEMER1    ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,03-09-2017,,,,2,,LOC,,ALMRP,,94,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,MSMER,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CM0127    ,C,DR. CHARUDATTA KULAKARNI,DR. CHARUDATTA,CM0127    ,MANASWATYA HOSPITAL,PAINTS ZULELAL CHOWK, SANGLI,SANGLI,MH   ,416416,IND  ,MH282,,,,,,,CM0127    ,,30,9999999,DR. CHARUDATTA KULAKARNI,INR  ,OTPTS,REG  ,21300001,0,,CD030,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,UNREGISTER,,,,,,,,,,,,,PR002,N,N,N,,9999999999,,,,R,Q,1,6-13-2019 1:44 PM,ADMIN3    ,SYSTEM,N,PR002,,,,,,10-12-2018,MEMER1    ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,08-01-2015,,,,2,,LOC,,ALMRP,,286,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,MSMER,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CM0128    ,C,DR. SYED AHAMMAD BASHA G,DR. SYED AHAMMAD,CM0128    ,GREEN HOSPITAL,"7TH LANE,GUNTUR VARI THOTA",KOPTHAPET,GUNTUR,AP   ,522001,IND  ,AP055,8632226111,9298608684,,,,,CM0128    ,,30,9999999,DR. SYED AHAMMAD BASHA G,INR  ,OTPTS,REG  ,21300001,0,,CD030,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,UNREGISTER,,,,,,,,,,,,,PR002,N,N,N,,9999999999,,,,R,Q,1,6-13-2019 1:44 PM,ADMIN3    ,SYSTEM,N,PR002,Reg no : 57638,,,,,10-12-2018,MEMER1    ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,08-01-2015,,,,2,,LOC,,ALMRP,,114,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,MSMER,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CM0129    ,C,DR. GANGA.C..DPM,DR. GANGA.C..DPM,CM0129    ,SRI CLINIC,,,CHENNAI,TN   ,,IND  ,TN005,,9443038093,,,,,CM0129    ,,30,9999999,DR. GANGA.C..DPM,INR  ,TNPTS,REG  ,21300001,0,,CD030,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,UNREGISTER,,,,,,,,,,,,,PR002,N,N,N,,9999999999,,,,R,Q,1,6-13-2019 1:44 PM,ADMIN3    ,SYSTEM,N,PR002,,,,,,10-12-2018,MEMER1    ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,08-01-2015,,,,2,,LOC,,ALMRP,,168,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,MSMER,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CM0130    ,C,DR. D.SIVALINGAM MBBS.MD,DR. D.SIVALINGAM,CM0130    ,"REG NO,59583,NO,1909,I BLOCK,34TH ST","ANNA NAGAR (W),CHENNAI -40",,CHENNAI,TN   ,600040,IND  ,TN005,,,,,,,CM0130    ,,30,9999999,"DR. D.SIVALINGAM,MBBS.MD",INR  ,TNPTS,REG  ,21300001,0,,CD030,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,UNREGISTER,,,,,,,,,,,,,PR002,N,N,N,,9999999999,,,,R,Q,1,12-02-2019 18:03,ADMIN3    ,SYSTEM,N,PR002,,,,,,10-12-2018,MEMER1    ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,8-31-2015,,,,2,,LOC,,ALMRP,,168,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,MSMER,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CM0131    ,C,DR. VEENA G.THILAK,DR. VEENA G.THILAK,CM0131    ,ST.JOHN 'HEALTH SERVICES,"PIRAPPENCODE P.O,TRIVNDRUM",,TRIVANDRUM,KL   ,695607,IND  ,KL129,,,,,,,CM0131    ,,30,9999999,DR. VEENA G.THILAK,INR  ,OTPTS,REG  ,21300001,0,,CD030,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,UNREGISTER,,,,,,,,,,,,,PR002,N,N,N,,9999999999,,,,R,Q,1,6-13-2019 1:44 PM,ADMIN3    ,SYSTEM,N,PR002,,,,,,10-12-2018,MEMER1    ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,8-31-2015,,,,2,,LOC,,ALMRP,,9,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,MSMER,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CM0132    ,C,VAANAVIL DE-ADDICTION CUM REHA. CENTER,VAANAVIL DE-ADD,CM0132    ,"NO 4, DHANALAKSHMI NAGAR,","ALINJIVAKKAM,VADAKARAI",REDHILLS,CHENNAI,TN   ,600052,IND  ,TN005,,,,,,,CM0132    ,,30,9999999,VAANAVIL DE-ADDICTION CUM REHA. CENTER,INR  ,TNPTS,REG  ,21300001,0,,CD030,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,UNREGISTER,,,,,,,,,,,,,PR002,N,N,N,,9999999999,,,,R,Q,1,6-13-2019 1:44 PM,ADMIN3    ,SYSTEM,N,PR002,Reg no : 25244,,,,,10-12-2018,MEMER1    ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,9-14-2015,,,,2,,LOC,,ALMRP,,168,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,MSMER,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
TV0083    ,C,OHM CHARAN MEDICALS,OHM CHARAN MEDICALS,TV0083    ,,,,KRISHNAGIRI,TN   ,635002,IND  ,TN120,,,,,,,TV0083    ,,21,9999999,OHM CHARAN MEDICALS,INR  ,TNPTS,REG  ,21300001,0,,CD021,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,33AROPA0319F1ZD,,,,,,,,,,,,,S0003,N,N,N,,9999999999,,,,R,Q,1,6-13-2019 1:40 PM,ADMIN3    ,SYSTEM,N,S0003,"SLK,2373/20B","SLK,2373/21B",,,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,5-21-2018,,,,2,,LOC,,ALMRP,,135,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,VANS ,,,,,,,,,TNPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,AROPA0319F,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
TV0084    ,S,OMKAR  PHARMA,OMKAR  PHARMA,TV0084    ,M.G. ROAD,CITY CENTER,"THIRUPATHI NAGAR, VALASARAVAKKAM,",CHENNAI,TN   ,600087,IND  ,TN005,,,,,,,TV0084    ,,7,9999999,OMKAR  PHARMA,INR  ,TNPTS,REG  ,21300001,0,,CD007,PR00000001,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,12345678901234A,,,,,,,,,,,,,S0003,N,N,N,,9999999999,,,CITY UNION BANK,R,Q,1,06-08-2019 13:14,ADMIN3    ,SYSTEM,N,S0003,DL/001/01,,,,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,11-08-2017,,,,2,,LOC,,ALMRP,,168,,11-10-2022,11-10-2022,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,VANS ,,,,,,,,,TNPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,AAA12345OM,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
TV0085    ,S,OPTIVAL  PHARMA,OPTIVAL  PHARMA,TV0085    ,M.G. ROAD,CITY CENTER,"KUNDRATHUR MAIN ROAD, KOVUR",CHENNAI,TN   ,600122,IND  ,TN005,,,,,,,TV0085    ,,15,9999999,OPTIVAL  PHARMA,INR  ,TNPTS,REG  ,21300001,0,,CD015,PR00000001,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,12345678901234A,,,,,,,,,,,,,S0003,N,N,N,,9999999999,,,STATE BANK OF INDIA,R,Q,1,3-28-2019 3:51 PM,ADMIN3    ,SYSTEM,N,S0003,DL/001/01,,,,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,11-02-2016,,,,2,,LOC,,ALMRP,,168,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,VANS ,,,,,,,,,TNPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,AAA12345OM,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
TV0086    ,C,P R ENTERPRISERS,P R ENTERPRISERS,TV0086    ,JIPMER CAMPUS,PUDUCHERRY,,PONDICHERRY,PY   ,605001,IND  ,PY005,,,,,,,TV0086    ,,30,9999999,P R ENTERPRISERS,INR  ,TNPTS,REG  ,21300001,0,,CD030,PR00000001,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,34ALWPD0653R1ZI,,,,,,,,,,,,,S0003,N,N,N,,9999999999,,,,R,Q,1,6-13-2019 1:41 PM,ADMIN3    ,SYSTEM,N,S0003,PY PON /100148/20B,PY PON /100149/21B,,,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,07-05-2018,,,,2,,LOC,,ALMRP,,70,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,VANS ,,,,,,,,,TNPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,ALWPD0653R,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
TV0087    ,S,P.M.S DISTRIBUTORS,P.M.S DISTRIBUTORS,TV0087    ,86.B/1,NELLUKARA STREET,,KANCHIPURAM,TN   ,631501,IND  ,TN235,,,,,,,TV0087    ,,35,9999999,P.M.S DISTRIBUTORS,INR  ,TNPTS,REG  ,21300001,0,,CD035,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,UNREGISTER,,,,,,,,,,,,,S0003,N,N,N,,9999999999,,,,R,Q,1,06-08-2019 13:14,ADMIN3    ,SYSTEM,N,S0003,1238/1168/MIVC-20B/21B,,,33171640947,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,03-05-2016,,,,2,,LOC,,ALMRP,,165,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,VANS ,,,,,,,,,TNPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
TV0088    ,S,PALE  PHARMA,PALE  PHARMA,TV0088    ,M.G. ROAD,CITY CENTER,"J.J.NAGAR WEST,",CHENNAI,TN   ,600037,IND  ,TN005,,,,,,,TV0088    ,,7,9999999,PALE  PHARMA,INR  ,TNPTS,REG  ,21300001,0,,CD007,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,12345678901234A,,,,,,,,,,,,,S0003,N,N,N,,9999999999,,,,R,Q,1,11-21-2019 2:45 PM,ADMIN3    ,SYSTEM,N,S0003,DL/001/01,,,,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,03-05-2016,,,,2,,LOC,,ALMRP,,168,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,VANS ,,,,,,,,,TNPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,AAA12345OM,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
